,Location,Distance from Job Hub (km),Compound Name,Year Unit Ready,House Area (sqm),Number of Bedrooms,Number of Bathrooms,Swimming Pool,Gym,Modern Kitchen,Energy Efficient,Garage,Proximity to Schools,Public Transportation,Price
1607,Zahraa Al Maadi,10,,2028,85,2,2,0,0,0,0,0,0,0,2937607
1608,Zahraa Al Maadi,7,,2024,86,2,2,0,0,0,0,0,0,0,4019928
1609,Zahraa Al Maadi,6,,2024,212,2,2,0,0,0,0,0,0,0,2810014
1610,5th Settlement,1,Compound_5,2022,242,3,2,0,1,0,0,0,0,1,14882164
1611,Zahraa Al Maadi,6,,2025,187,4,2,0,0,0,0,0,0,0,2564347
1612,Nasr City,6,,2027,80,4,1,0,0,0,0,0,0,0,3629781
1613,Zahraa Al Maadi,10,,2026,268,2,1,0,0,0,0,0,0,0,2984450
1614,New Capitol,4,Compound_84,2028,380,5,2,0,1,0,1,0,1,0,6133775
1615,Ain Shams,11,,2024,117,3,1,0,0,0,0,0,0,0,1378472
1616,Hadayek Al Obba,13,,2028,199,2,1,0,0,0,0,0,0,0,1149885
1617,Hadayek Al Obba,15,,2022,196,3,1,0,0,0,0,0,0,0,1260388
1618,Ain Shams,12,,2022,97,1,1,0,0,0,0,0,0,0,1112038
1619,Hadayek Al Ahram,7,,2023,115,4,1,0,0,0,0,0,0,0,2457110
1620,New Capitol,4,Compound_67,2028,247,5,4,0,0,0,0,0,1,1,7174823
1621,5th Settlement,5,Compound_69,2025,301,3,4,0,1,0,0,0,1,0,11102769
1622,New Capitol,3,Compound_90,2027,213,6,4,0,0,1,1,1,1,0,5882884
1623,Nasr City,9,,2027,260,3,1,0,0,0,0,0,0,0,3105609
1624,Nasr City,6,,2029,253,4,1,0,0,0,0,0,0,0,1631751
1625,Hadayek Al Ahram,10,,2024,103,3,2,0,0,0,0,0,0,0,4276356
1626,Ain Shams,16,,2029,63,2,1,0,0,0,0,0,0,0,981639
1627,Hadayek Al Ahram,9,,2029,284,2,2,0,0,0,0,0,0,0,2384653
1628,New Capitol,5,Compound_58,2028,303,3,4,0,1,1,0,0,0,1,7745276
1629,Nasr City,8,,2024,256,2,1,0,0,0,0,0,0,0,1768762
1630,Sheikh Zayed,5,Compound_33,2028,184,5,2,0,0,0,1,0,1,1,6270079
1631,Ain Shams,19,,2026,90,1,1,0,0,0,0,0,0,0,995340
1632,Ain Shams,20,,2024,195,1,1,0,0,0,0,0,0,0,1397191
1633,Sheikh Zayed,4,Compound_19,2022,340,3,4,1,0,0,0,1,1,1,11171886
1634,Hadayek Al Ahram,10,,2026,143,4,1,0,0,0,0,0,0,0,3095516
1635,5th Settlement,1,Compound_34,2024,118,4,3,0,1,0,0,0,1,0,7157197
1636,Zahraa Al Maadi,10,,2022,84,4,2,0,0,0,0,0,0,0,4162076
1637,Zahraa Al Maadi,9,,2026,229,2,2,0,0,0,0,0,0,0,1581749
1638,5th Settlement,5,Compound_72,2029,372,6,3,0,0,0,1,0,1,0,8462175
1639,5th Settlement,2,Compound_35,2023,369,6,2,0,0,1,0,1,0,1,10482456
1640,Zahraa Al Maadi,9,,2022,264,3,1,0,0,0,0,0,0,0,3682679
1641,5th Settlement,3,Compound_53,2028,381,5,3,0,0,0,0,0,1,1,10537616
1642,Hadayek Al Obba,17,,2027,150,3,1,0,0,0,0,0,0,0,1182615
1643,Ain Shams,18,,2028,144,2,1,0,0,0,0,0,0,0,1124942
1644,Ain Shams,17,,2025,77,3,1,0,0,0,0,0,0,0,1151923
1645,Zahraa Al Maadi,9,,2023,261,3,1,0,0,0,0,0,0,0,3817555
1646,Ain Shams,16,,2024,111,3,1,0,0,0,0,0,0,0,1291124
1647,New Capitol,5,Compound_39,2025,165,3,4,0,1,0,0,0,0,0,5615174
1648,Ain Shams,19,,2026,161,2,1,0,0,0,0,0,0,0,1234058
1649,Hadayek Al Obba,19,,2028,87,3,1,0,0,0,0,0,0,0,1103332
1650,Sheikh Zayed,1,Compound_68,2024,247,3,2,0,1,0,0,1,1,0,8090631
1651,Ain Shams,11,,2026,177,2,1,0,0,0,0,0,0,0,1087449
1652,Sheikh Zayed,2,Compound_98,2026,156,6,3,0,1,0,1,0,0,1,11011041
1653,Nasr City,7,,2026,168,3,2,0,0,0,0,0,0,0,1513408
1654,5th Settlement,5,Compound_6,2026,178,5,2,0,1,0,0,1,0,0,10534833
1655,New Capitol,1,Compound_7,2027,224,6,4,1,0,1,0,0,0,0,8526694
1656,Hadayek Al Ahram,8,,2022,282,2,1,0,0,0,0,0,0,0,3744510
1657,5th Settlement,5,Compound_46,2029,202,5,3,0,0,1,0,0,0,1,6221687
1658,Nasr City,9,,2025,165,2,2,0,0,0,0,0,0,0,1830192
1659,Sheikh Zayed,1,Compound_69,2027,123,3,2,0,1,0,1,1,1,1,11477408
1660,New Capitol,4,Compound_22,2025,201,3,3,1,1,1,0,0,1,0,11640689
1661,Hadayek Al Obba,15,,2028,171,2,1,0,0,0,0,0,0,0,903005
1662,5th Settlement,3,Compound_61,2027,166,4,4,0,0,1,1,0,0,0,8444546
1663,5th Settlement,1,Compound_57,2023,393,3,3,0,0,1,0,0,0,0,15416075
1664,Hadayek Al Ahram,8,,2026,214,3,1,0,0,0,0,0,0,0,1442482
1665,Zahraa Al Maadi,7,,2028,280,2,2,0,0,0,0,0,0,0,1170679
1666,Hadayek Al Ahram,7,,2024,290,2,2,0,0,0,0,0,0,0,1655732
1667,Hadayek Al Ahram,10,,2024,215,3,1,0,0,0,0,0,0,0,1903370
1668,5th Settlement,2,Compound_71,2022,240,5,3,0,0,1,0,1,1,0,7561195
1669,5th Settlement,3,Compound_94,2023,120,3,4,1,0,1,0,0,0,0,10087615
1670,New Capitol,2,Compound_100,2025,348,3,4,0,0,0,0,0,0,1,9730680
1671,New Capitol,1,Compound_88,2029,374,6,4,0,0,0,0,0,1,1,7229949
1672,5th Settlement,1,Compound_4,2022,179,5,3,0,0,0,0,0,1,0,13237553
1673,Nasr City,9,,2026,257,4,1,0,0,0,0,0,0,0,3233749
1674,Sheikh Zayed,5,Compound_53,2028,120,5,2,1,0,1,0,1,0,0,10571110
1675,Hadayek Al Ahram,10,,2025,125,4,1,0,0,0,0,0,0,0,2557817
1676,5th Settlement,3,Compound_68,2026,280,3,2,0,0,1,0,0,1,1,12437910
1677,Ain Shams,16,,2026,79,2,1,0,0,0,0,0,0,0,1266789
1678,Ain Shams,19,,2022,113,1,1,0,0,0,0,0,0,0,1094683
1679,Ain Shams,18,,2023,190,1,1,0,0,0,0,0,0,0,1326599
1680,New Capitol,5,Compound_12,2028,145,3,2,0,0,1,1,1,0,0,6814340
1681,Zahraa Al Maadi,10,,2024,253,3,2,0,0,0,0,0,0,0,3118833
1682,New Capitol,5,Compound_44,2028,135,5,3,0,0,0,1,1,0,1,7309305
1683,Hadayek Al Obba,13,,2027,116,3,1,0,0,0,0,0,0,0,1095190
1684,Nasr City,8,,2028,246,4,2,0,0,0,0,0,0,0,3271488
1685,Hadayek Al Obba,11,,2028,102,1,1,0,0,0,0,0,0,0,795126
1686,Nasr City,10,,2026,182,4,1,0,0,0,0,0,0,0,3524935
1687,New Capitol,5,Compound_83,2029,309,5,3,0,0,0,0,0,0,0,11632758
1688,Sheikh Zayed,3,Compound_58,2022,306,3,2,1,1,1,1,0,1,1,9710281
1689,Hadayek Al Obba,15,,2027,147,3,1,0,0,0,0,0,0,0,1154658
1690,Zahraa Al Maadi,9,,2022,186,3,1,0,0,0,0,0,0,0,2843305
1691,Hadayek Al Obba,15,,2029,122,1,1,0,0,0,0,0,0,0,1002114
1692,Ain Shams,11,,2022,134,1,1,0,0,0,0,0,0,0,1406617
1693,Hadayek Al Obba,17,,2027,199,2,1,0,0,0,0,0,0,0,1109375
1694,Sheikh Zayed,2,Compound_80,2027,324,3,3,1,0,0,0,0,1,0,9946373
1695,5th Settlement,2,Compound_90,2029,344,3,3,0,0,0,1,1,0,0,8703022
1696,Nasr City,6,,2024,230,4,1,0,0,0,0,0,0,0,3637975
1697,Zahraa Al Maadi,7,,2023,150,2,1,0,0,0,0,0,0,0,1452827
1698,5th Settlement,1,Compound_67,2028,392,4,4,0,1,0,1,0,0,0,11504283
1699,Hadayek Al Obba,13,,2026,134,3,1,0,0,0,0,0,0,0,1060499
1700,Hadayek Al Ahram,8,,2026,163,3,1,0,0,0,0,0,0,0,1881819
1701,5th Settlement,5,Compound_45,2023,333,4,4,1,0,1,0,0,0,0,14019251
1702,New Capitol,4,Compound_33,2025,209,4,2,0,1,1,0,0,0,0,5205285
1703,Zahraa Al Maadi,9,,2029,270,2,1,0,0,0,0,0,0,0,1118981
1704,New Capitol,4,Compound_37,2025,319,4,3,0,0,1,0,0,0,0,5330217
1705,New Capitol,3,Compound_76,2027,247,4,4,1,0,0,1,0,0,0,10226765
1706,Hadayek Al Obba,11,,2029,72,3,1,0,0,0,0,0,0,0,984925
1707,Nasr City,9,,2027,212,3,1,0,0,0,0,0,0,0,2978199
1708,Ain Shams,13,,2027,139,3,1,0,0,0,0,0,0,0,1277750
1709,Hadayek Al Ahram,9,,2024,100,3,1,0,0,0,0,0,0,0,3389142
1710,5th Settlement,3,Compound_99,2022,215,4,3,0,0,0,0,1,0,1,13903162
1711,New Capitol,4,Compound_31,2028,345,5,4,0,1,1,0,1,1,1,8990705
1712,Nasr City,7,,2025,225,4,1,0,0,0,0,0,0,0,3316170
1713,Zahraa Al Maadi,10,,2029,143,2,1,0,0,0,0,0,0,0,2677872
1714,5th Settlement,4,Compound_17,2022,189,6,3,0,0,0,0,0,1,0,12278337
1715,Nasr City,8,,2028,145,4,1,0,0,0,0,0,0,0,1517421
1716,Hadayek Al Ahram,6,,2024,220,3,2,0,0,0,0,0,0,0,3007584
1717,Zahraa Al Maadi,9,,2022,84,3,2,0,0,0,0,0,0,0,4119983
1718,Zahraa Al Maadi,8,,2023,239,3,1,0,0,0,0,0,0,0,3277457
1719,New Capitol,5,Compound_30,2028,352,4,4,1,0,0,1,1,1,1,11871101
1720,Hadayek Al Ahram,9,,2028,143,2,1,0,0,0,0,0,0,0,1885284
1721,Ain Shams,12,,2029,74,2,1,0,0,0,0,0,0,0,948529
1722,New Capitol,3,Compound_78,2026,360,3,3,1,0,1,1,0,1,0,12250554
1723,Nasr City,9,,2025,284,4,2,0,0,0,0,0,0,0,3465169
1724,Sheikh Zayed,5,Compound_30,2026,160,5,3,0,0,0,0,1,0,1,9760662
1725,Ain Shams,11,,2027,169,2,1,0,0,0,0,0,0,0,1244771
1726,Sheikh Zayed,4,Compound_60,2027,157,6,4,0,0,0,0,1,1,1,7242772
1727,Hadayek Al Ahram,9,,2023,212,2,2,0,0,0,0,0,0,0,3895515
1728,Hadayek Al Ahram,6,,2028,243,2,1,0,0,0,0,0,0,0,2111760
1729,5th Settlement,2,Compound_96,2023,135,3,3,1,0,0,0,1,0,0,6120746
1730,Hadayek Al Obba,14,,2024,137,1,1,0,0,0,0,0,0,0,1305248
1731,Hadayek Al Obba,16,,2029,145,2,1,0,0,0,0,0,0,0,900856
1732,Sheikh Zayed,5,Compound_81,2026,136,6,2,0,0,0,1,0,1,1,12158965
1733,Ain Shams,20,,2026,98,3,1,0,0,0,0,0,0,0,979191
1734,Sheikh Zayed,5,Compound_34,2026,150,5,2,0,0,1,1,1,1,0,7799039
1735,Nasr City,8,,2024,271,4,2,0,0,0,0,0,0,0,2897320
1736,Ain Shams,15,,2023,166,1,1,0,0,0,0,0,0,0,1121475
1737,Ain Shams,13,,2025,134,2,1,0,0,0,0,0,0,0,1182515
1738,New Capitol,3,Compound_26,2029,293,6,4,0,0,0,1,0,0,0,8603871
1739,Hadayek Al Obba,14,,2022,153,3,1,0,0,0,0,0,0,0,1474508
1740,Ain Shams,18,,2022,176,2,1,0,0,0,0,0,0,0,1259879
1741,Hadayek Al Obba,12,,2026,107,1,1,0,0,0,0,0,0,0,1101339
1742,New Capitol,2,Compound_85,2029,115,4,4,1,0,1,0,1,1,1,9533916
1743,Hadayek Al Obba,12,,2025,109,1,1,0,0,0,0,0,0,0,1014029
1744,Zahraa Al Maadi,8,,2027,266,3,1,0,0,0,0,0,0,0,2380305
1745,Ain Shams,11,,2028,85,2,1,0,0,0,0,0,0,0,1076716
1746,Nasr City,10,,2027,154,2,1,0,0,0,0,0,0,0,2555338
1747,Hadayek Al Obba,12,,2027,150,2,1,0,0,0,0,0,0,0,1255164
1748,Hadayek Al Ahram,8,,2028,262,4,1,0,0,0,0,0,0,0,2917828
1749,Ain Shams,14,,2026,174,2,1,0,0,0,0,0,0,0,1220914
1750,Hadayek Al Obba,18,,2028,168,2,1,0,0,0,0,0,0,0,953315
1751,Hadayek Al Ahram,6,,2027,209,2,2,0,0,0,0,0,0,0,2574426
1752,Ain Shams,16,,2026,112,1,1,0,0,0,0,0,0,0,1058018
1753,5th Settlement,4,Compound_67,2025,377,3,4,1,0,1,0,0,0,0,12177687
1754,Ain Shams,19,,2029,72,3,1,0,0,0,0,0,0,0,955617
1755,New Capitol,1,Compound_87,2025,205,3,3,0,0,0,0,0,0,1,7137987
1756,Hadayek Al Obba,16,,2023,64,1,1,0,0,0,0,0,0,0,1109859
1757,New Capitol,4,Compound_15,2027,342,3,2,0,0,0,0,0,0,0,8317441
1758,Hadayek Al Ahram,6,,2027,162,3,1,0,0,0,0,0,0,0,1675438
1759,Nasr City,9,,2025,149,4,1,0,0,0,0,0,0,0,1798827
1760,Sheikh Zayed,1,Compound_35,2026,319,5,3,0,1,0,0,1,0,0,12598638
1761,Hadayek Al Ahram,8,,2029,287,4,1,0,0,0,0,0,0,0,3191480
1762,Ain Shams,17,,2024,124,3,1,0,0,0,0,0,0,0,1498417
1763,Nasr City,7,,2026,204,4,1,0,0,0,0,0,0,0,2100996
1764,5th Settlement,1,Compound_99,2022,345,3,4,0,0,0,0,1,0,0,10450528
1765,New Capitol,3,Compound_18,2029,236,5,2,0,1,0,0,0,0,0,8354616
1766,Zahraa Al Maadi,10,,2025,177,3,2,0,0,0,0,0,0,0,1809963
1767,Hadayek Al Obba,15,,2022,123,1,1,0,0,0,0,0,0,0,1303092
1768,Hadayek Al Ahram,8,,2028,81,3,1,0,0,0,0,0,0,0,1704001
1769,Ain Shams,19,,2025,171,3,1,0,0,0,0,0,0,0,1232228
1770,Nasr City,8,,2029,221,3,1,0,0,0,0,0,0,0,3033169
1771,Hadayek Al Ahram,6,,2027,284,4,2,0,0,0,0,0,0,0,3459650
1772,Hadayek Al Ahram,7,,2028,280,2,1,0,0,0,0,0,0,0,1723381
1773,Ain Shams,19,,2023,87,3,1,0,0,0,0,0,0,0,1433099
1774,Sheikh Zayed,5,Compound_63,2022,305,4,3,0,1,1,1,0,0,0,13907111
1775,New Capitol,3,Compound_36,2027,219,5,3,0,0,0,1,1,0,1,4897925
1776,Nasr City,9,,2025,254,2,2,0,0,0,0,0,0,0,4115929
1777,Hadayek Al Ahram,7,,2026,97,3,1,0,0,0,0,0,0,0,3738878
1778,Hadayek Al Ahram,6,,2025,117,3,2,0,0,0,0,0,0,0,2723554
1779,Hadayek Al Ahram,8,,2027,249,2,1,0,0,0,0,0,0,0,1205427
1780,Nasr City,10,,2026,105,2,2,0,0,0,0,0,0,0,2335090
1781,Nasr City,7,,2027,260,2,1,0,0,0,0,0,0,0,1778218
1782,New Capitol,3,Compound_65,2028,146,4,4,1,0,1,0,1,0,0,11109680
1783,Hadayek Al Obba,20,,2022,131,2,1,0,0,0,0,0,0,0,1083068
1784,Hadayek Al Ahram,6,,2022,208,4,2,0,0,0,0,0,0,0,3650827
1785,Sheikh Zayed,2,Compound_46,2024,224,6,3,0,1,0,1,0,0,1,5823816
1786,Hadayek Al Ahram,10,,2027,187,3,1,0,0,0,0,0,0,0,3303340
1787,5th Settlement,4,Compound_84,2022,361,5,4,1,1,1,0,1,1,1,6008883
1788,Hadayek Al Ahram,10,,2024,286,4,2,0,0,0,0,0,0,0,3347101
1789,Sheikh Zayed,3,Compound_96,2023,288,3,2,0,0,0,0,0,0,1,10662920
1790,Hadayek Al Ahram,7,,2022,261,2,2,0,0,0,0,0,0,0,2543734
1791,New Capitol,4,Compound_47,2027,393,6,2,1,0,1,1,0,0,1,7038369
1792,Sheikh Zayed,5,Compound_72,2023,178,5,2,1,0,0,0,0,0,0,5712094
1793,New Capitol,4,Compound_90,2025,332,3,4,0,0,0,0,0,0,1,14006059
1794,Hadayek Al Obba,14,,2026,56,1,1,0,0,0,0,0,0,0,1107264
1795,Hadayek Al Obba,15,,2028,172,1,1,0,0,0,0,0,0,0,909254
1796,Ain Shams,17,,2025,151,1,1,0,0,0,0,0,0,0,1155279
1797,Hadayek Al Ahram,10,,2028,130,3,1,0,0,0,0,0,0,0,2501437
1798,New Capitol,2,Compound_60,2026,242,5,3,1,0,0,0,0,0,0,13148588
1799,Hadayek Al Ahram,10,,2023,188,2,1,0,0,0,0,0,0,0,2930268
1800,Zahraa Al Maadi,8,,2024,290,3,2,0,0,0,0,0,0,0,3984397
1801,Zahraa Al Maadi,10,,2029,280,4,1,0,0,0,0,0,0,0,3073239
1802,Zahraa Al Maadi,6,,2026,189,3,2,0,0,0,0,0,0,0,2197418
1803,Ain Shams,15,,2026,188,1,1,0,0,0,0,0,0,0,1102722
1804,Nasr City,8,,2029,142,2,2,0,0,0,0,0,0,0,2282523
1805,New Capitol,2,Compound_11,2026,345,6,3,0,0,1,0,0,0,0,7471584
1806,Sheikh Zayed,5,Compound_33,2027,370,5,4,1,0,0,0,1,0,0,6640681
1807,Ain Shams,11,,2029,90,1,1,0,0,0,0,0,0,0,788703
1808,Sheikh Zayed,5,Compound_6,2026,123,6,2,0,0,0,0,0,0,0,5883851
1809,Hadayek Al Obba,13,,2029,101,3,1,0,0,0,0,0,0,0,947481
1810,Nasr City,9,,2024,286,2,2,0,0,0,0,0,0,0,4407188
1811,Nasr City,8,,2023,86,4,2,0,0,0,0,0,0,0,4180643
1812,Hadayek Al Ahram,8,,2023,193,4,2,0,0,0,0,0,0,0,3438686
1813,Nasr City,9,,2025,90,3,1,0,0,0,0,0,0,0,1597482
1814,5th Settlement,5,Compound_60,2023,345,3,2,0,0,0,0,1,0,1,7044875
1815,Sheikh Zayed,2,Compound_67,2026,281,6,4,0,1,0,0,0,0,0,13932624
1816,Sheikh Zayed,5,Compound_71,2028,146,5,4,0,1,0,0,0,0,0,5589984
1817,New Capitol,3,Compound_52,2025,180,5,4,0,1,0,0,0,0,0,11367618
1818,Hadayek Al Obba,12,,2022,155,1,1,0,0,0,0,0,0,0,1064347
1819,New Capitol,3,Compound_17,2026,294,3,4,0,0,0,0,1,0,0,5942355
1820,Sheikh Zayed,3,Compound_98,2025,147,3,3,0,0,0,0,0,0,0,10195110
1821,Hadayek Al Ahram,6,,2026,231,4,1,0,0,0,0,0,0,0,1941610
1822,Nasr City,6,,2025,112,3,2,0,0,0,0,0,0,0,1655980
1823,Zahraa Al Maadi,6,,2024,128,3,1,0,0,0,0,0,0,0,3663307
1824,Hadayek Al Ahram,9,,2023,147,4,1,0,0,0,0,0,0,0,2950656
1825,Hadayek Al Obba,20,,2022,82,1,1,0,0,0,0,0,0,0,1135403
1826,Nasr City,9,,2024,205,2,2,0,0,0,0,0,0,0,2556042
1827,Hadayek Al Ahram,7,,2028,132,2,2,0,0,0,0,0,0,0,2933200
1828,Hadayek Al Ahram,6,,2028,287,4,1,0,0,0,0,0,0,0,3453248
1829,New Capitol,5,Compound_80,2027,400,5,3,0,0,0,0,1,0,0,9438710
1830,Nasr City,10,,2028,93,4,2,0,0,0,0,0,0,0,3234221
1831,Hadayek Al Obba,16,,2023,173,1,1,0,0,0,0,0,0,0,1452600
1832,Hadayek Al Obba,14,,2028,192,1,1,0,0,0,0,0,0,0,865105
1833,5th Settlement,2,Compound_41,2028,116,6,2,1,0,0,0,0,0,1,7958546
1834,New Capitol,4,Compound_84,2028,180,3,4,0,0,0,0,0,0,0,4796175
1835,Nasr City,8,,2024,147,4,1,0,0,0,0,0,0,0,2338329
1836,New Capitol,3,Compound_45,2028,358,3,4,0,1,0,1,0,0,0,7571174
1837,Zahraa Al Maadi,7,,2029,195,2,2,0,0,0,0,0,0,0,3136782
1838,Ain Shams,20,,2026,155,3,1,0,0,0,0,0,0,0,1099241
1839,Hadayek Al Ahram,9,,2027,208,4,1,0,0,0,0,0,0,0,2708241
1840,Sheikh Zayed,4,Compound_9,2022,325,4,2,0,1,1,0,1,0,0,13600092
1841,Sheikh Zayed,5,Compound_36,2024,379,5,2,0,0,0,0,0,1,0,10674994
1842,Hadayek Al Ahram,7,,2026,136,4,2,0,0,0,0,0,0,0,2172100
1843,Hadayek Al Obba,18,,2026,85,3,1,0,0,0,0,0,0,0,1018466
1844,5th Settlement,1,Compound_34,2025,154,5,2,0,1,0,0,0,0,0,5711947
1845,Zahraa Al Maadi,8,,2022,278,3,2,0,0,0,0,0,0,0,2156882
1846,5th Settlement,2,Compound_34,2022,340,4,4,0,0,1,0,1,1,1,8838789
1847,New Capitol,4,Compound_61,2025,249,4,2,0,1,0,1,1,1,0,9719146
1848,5th Settlement,3,Compound_50,2024,203,4,3,0,0,1,0,0,0,1,15434783
1849,Sheikh Zayed,5,Compound_24,2024,205,3,2,1,1,0,1,1,1,0,12786277
1850,Ain Shams,20,,2028,178,3,1,0,0,0,0,0,0,0,1155255
1851,Hadayek Al Ahram,7,,2028,182,4,1,0,0,0,0,0,0,0,3484806
1852,Hadayek Al Obba,13,,2023,190,1,1,0,0,0,0,0,0,0,1370711
1853,New Capitol,3,Compound_65,2026,333,5,4,1,0,1,0,1,1,0,7428704
1854,Sheikh Zayed,3,Compound_45,2028,213,3,4,0,0,0,0,0,0,0,4401062
1855,5th Settlement,2,Compound_6,2024,161,4,3,1,1,0,0,0,0,0,7606972
1856,Hadayek Al Obba,19,,2022,57,2,1,0,0,0,0,0,0,0,1229193
1857,Nasr City,8,,2027,163,4,1,0,0,0,0,0,0,0,2928168
1858,Hadayek Al Ahram,7,,2029,276,3,1,0,0,0,0,0,0,0,1660429
1859,Zahraa Al Maadi,7,,2025,205,3,1,0,0,0,0,0,0,0,3326907
1860,Hadayek Al Ahram,9,,2024,146,2,2,0,0,0,0,0,0,0,1382174
1861,5th Settlement,4,Compound_25,2028,145,3,2,0,0,0,1,0,1,0,8576334
1862,Ain Shams,17,,2025,57,2,1,0,0,0,0,0,0,0,1087638
1863,5th Settlement,2,Compound_37,2026,145,4,2,0,0,0,0,0,0,0,6970907
1864,Zahraa Al Maadi,7,,2024,96,2,1,0,0,0,0,0,0,0,2868065
1865,Nasr City,8,,2028,174,2,1,0,0,0,0,0,0,0,1415836
1866,Nasr City,7,,2022,287,3,2,0,0,0,0,0,0,0,2796225
1867,5th Settlement,5,Compound_37,2023,242,6,2,0,0,0,1,0,0,1,7734458
1868,Hadayek Al Obba,16,,2022,192,3,1,0,0,0,0,0,0,0,1542682
1869,Nasr City,7,,2023,179,4,1,0,0,0,0,0,0,0,1502405
1870,Ain Shams,16,,2029,189,1,1,0,0,0,0,0,0,0,1053475
1871,Nasr City,7,,2028,200,2,2,0,0,0,0,0,0,0,3032313
1872,Zahraa Al Maadi,7,,2027,115,2,1,0,0,0,0,0,0,0,2047658
1873,Nasr City,8,,2024,273,2,1,0,0,0,0,0,0,0,2251098
1874,Sheikh Zayed,4,Compound_99,2026,195,6,4,0,1,1,0,0,0,0,12090847
1875,Zahraa Al Maadi,7,,2026,296,2,2,0,0,0,0,0,0,0,1327765
1876,New Capitol,5,Compound_37,2025,170,3,4,0,0,0,0,0,1,0,11057175
1877,5th Settlement,5,Compound_30,2029,204,6,3,0,0,1,0,0,1,0,6022698
1878,Hadayek Al Ahram,6,,2028,111,4,2,0,0,0,0,0,0,0,3235899
1879,Ain Shams,13,,2028,129,2,1,0,0,0,0,0,0,0,852388
1880,Hadayek Al Obba,15,,2022,68,1,1,0,0,0,0,0,0,0,1072322
1881,Ain Shams,11,,2028,162,2,1,0,0,0,0,0,0,0,1139933
1882,Zahraa Al Maadi,9,,2024,298,4,2,0,0,0,0,0,0,0,2229969
1883,Zahraa Al Maadi,10,,2024,187,2,1,0,0,0,0,0,0,0,2295950
1884,Hadayek Al Obba,11,,2024,60,1,1,0,0,0,0,0,0,0,1223551
1885,Zahraa Al Maadi,7,,2024,115,3,1,0,0,0,0,0,0,0,2505058
1886,5th Settlement,5,Compound_100,2025,148,5,2,0,0,1,0,1,0,0,7911421
1887,Hadayek Al Ahram,7,,2026,95,3,1,0,0,0,0,0,0,0,2666658
1888,Hadayek Al Obba,13,,2024,162,1,1,0,0,0,0,0,0,0,1075748
1889,5th Settlement,5,Compound_80,2028,380,3,4,0,1,1,0,1,0,0,5700740
1890,Sheikh Zayed,2,Compound_45,2024,230,4,3,1,0,0,0,0,0,1,11505189
1891,Hadayek Al Ahram,9,,2023,260,4,1,0,0,0,0,0,0,0,2781658
1892,Hadayek Al Ahram,9,,2029,252,3,2,0,0,0,0,0,0,0,2418105
1893,Ain Shams,14,,2025,86,1,1,0,0,0,0,0,0,0,1173501
1894,Ain Shams,13,,2024,81,2,1,0,0,0,0,0,0,0,1224525
1895,5th Settlement,2,Compound_50,2022,316,6,3,0,0,1,0,1,0,0,6757554
1896,Sheikh Zayed,5,Compound_39,2028,372,5,2,1,1,1,0,0,0,0,5513860
1897,Nasr City,10,,2025,194,2,1,0,0,0,0,0,0,0,1989805
1898,5th Settlement,4,Compound_59,2026,319,6,2,0,0,1,0,0,1,1,9843345
1899,Sheikh Zayed,5,Compound_99,2022,295,3,2,0,0,0,1,0,1,0,9207831
1900,Zahraa Al Maadi,6,,2023,278,3,1,0,0,0,0,0,0,0,2924494
1901,Ain Shams,17,,2024,166,1,1,0,0,0,0,0,0,0,1186548
1902,Ain Shams,16,,2025,179,3,1,0,0,0,0,0,0,0,1369066
1903,Ain Shams,20,,2028,75,2,1,0,0,0,0,0,0,0,1054975
1904,Hadayek Al Ahram,7,,2023,93,3,2,0,0,0,0,0,0,0,3957392
1905,Hadayek Al Obba,13,,2024,79,1,1,0,0,0,0,0,0,0,1088959
1906,Ain Shams,15,,2026,151,2,1,0,0,0,0,0,0,0,1224779
1907,Nasr City,7,,2024,140,4,1,0,0,0,0,0,0,0,3741002
1908,Hadayek Al Obba,15,,2025,162,2,1,0,0,0,0,0,0,0,1357824
1909,Ain Shams,13,,2025,142,1,1,0,0,0,0,0,0,0,1329331
1910,Sheikh Zayed,3,Compound_73,2026,290,3,3,0,0,0,0,0,1,1,7734573
1911,Sheikh Zayed,2,Compound_73,2028,355,3,2,0,0,0,1,0,0,0,9188773
1912,Ain Shams,16,,2029,136,3,1,0,0,0,0,0,0,0,994806
1913,Zahraa Al Maadi,9,,2022,198,4,2,0,0,0,0,0,0,0,1765820
1914,Ain Shams,11,,2023,69,3,1,0,0,0,0,0,0,0,1280048
1915,Ain Shams,15,,2028,57,3,1,0,0,0,0,0,0,0,1104572
1916,Hadayek Al Ahram,8,,2024,117,3,1,0,0,0,0,0,0,0,2778443
1917,Sheikh Zayed,4,Compound_64,2024,210,6,4,0,0,0,0,0,0,1,10505070
1918,5th Settlement,3,Compound_28,2024,209,4,4,1,0,0,0,1,1,0,12912298
1919,New Capitol,1,Compound_79,2026,340,4,3,0,0,0,0,0,1,1,13764857
1920,5th Settlement,3,Compound_17,2027,330,3,2,0,0,0,0,0,0,0,8820068
1921,Sheikh Zayed,2,Compound_95,2023,162,5,4,0,0,0,0,0,1,0,13642268
1922,Ain Shams,11,,2023,140,2,1,0,0,0,0,0,0,0,1416504
1923,Sheikh Zayed,1,Compound_85,2025,287,4,2,1,0,1,0,0,0,0,9631279
1924,Sheikh Zayed,3,Compound_1,2022,395,4,2,1,0,0,0,0,0,0,11748294
